,density,edginess,citations_per_year
0,22.04200006536183,0.5903772115707397,8.857142857142858
1,12.240936200313334,0.7302199006080627,63.23076923076923
2,16.513579794871095,0.7210325598716736,18.133333333333333
3,21.94275789266831,0.7040242552757263,4.0
4,20.037473187370715,0.7404025197029114,6.666666666666667
5,21.369144690361473,0.6872135400772095,2.0
6,15.582375062576682,0.6145218014717102,7.538461538461538
7,11.938403484130202,0.6479628682136536,27.94736842105263
8,16.416915996734176,0.6730772852897644,37.333333333333336
9,19.59292076608128,0.5984378457069397,81.83333333333333
10,20.159003489735472,0.6314177513122559,11.285714285714286
11,16.945879396753348,0.7202932834625244,42.57142857142857
12,13.259002631890388,0.7420312166213989,10.583333333333334
13,14.603625202963034,0.7158409357070923,14.166666666666666
14,23.487901872037767,0.6713823676109314,7.333333333333333
15,23.254856192390324,0.7385179400444031,20.166666666666668
16,16.031255624979323,0.7464001178741455,16.0
17,20.54732371247528,0.6424192190170288,3.6666666666666665
18,19.59401340348387,0.7109733819961548,8.777777777777779
19,15.633955634784055,0.6705902814865112,82.44444444444444
20,15.372993012740718,0.8013893365859985,0.0
21,14.483542469860243,0.7248756885528564,4.333333333333333
22,14.091762846168512,0.6673539280891418,57.92307692307692
23,20.82795518298131,0.6732924580574036,2.3333333333333335
24,18.232272102589306,0.6871349215507507,6.875
25,17.659630194084226,0.6759061813354492,17.833333333333332
26,19.713124967274588,0.6767852306365967,59.3
27,15.719669349627784,0.6700342297554016,2.6923076923076925
28,15.073025789887312,0.6698067784309387,3.142857142857143
29,15.671311160539666,0.6624419689178467,13.333333333333334
30,10.870482511971137,0.7342017292976379,22.217391304347824
31,21.991760733064545,0.669711709022522,11.0
32,10.98713381740191,0.7450249195098877,9.733333333333333
33,16.544827354972064,0.6284055709838867,20.416666666666668
34,18.546502494223464,0.6829807162284851,15.1
35,19.31256188160661,0.6295642256736755,7.333333333333333
36,13.608241084281476,0.9246178865432739,9.2
37,20.802980106019188,0.7738204002380371,7.0
38,21.64103443057858,0.7157689332962036,12.285714285714286
39,16.307486990968645,0.7394090294837952,12.090909090909092
40,20.50533285942021,0.6708818078041077,5.0
41,14.792316417655153,0.6981203556060791,27.454545454545453
42,22.513297445413723,0.6557585597038269,5.25
43,15.875215993291182,0.7217568159103394,4.0
44,23.413588362366912,0.6517007350921631,17.2
45,18.475786254577987,0.6668794751167297,9.5
46,12.778241395938446,0.6558181047439575,2.0588235294117645
47,12.973527061213428,0.5514980554580688,27.823529411764707
48,18.915822320174385,0.7265347838401794,1.6
49,12.286818488615184,0.6313714981079102,2.111111111111111
50,15.157279824135536,0.6094257831573486,4.363636363636363
51,14.7429391802273,0.702882707118988,5.846153846153846
52,11.355755478068732,0.7091254591941833,131.10526315789474
53,23.8709339958925,0.590660810470581,0.75
54,18.470343944763627,0.6667522192001343,9.0
55,28.283074920862102,0.630084216594696,29.454545454545453
56,20.32199260041043,0.651267409324646,11.7
57,12.159586998280579,0.6407369375228882,62.421052631578945
58,18.18236877792486,0.6903746128082275,4.125
59,21.097554814566458,0.7188974618911743,1.6666666666666667
60,19.471852671803347,0.669496476650238,8.25
61,21.49690778516118,0.6756284832954407,5.2
62,16.499485319702607,0.7016283273696899,2.0
